name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line,img
Palkia,484,90,120,100,150,120,100,680,Water,Dragon,"Pressure, Telepathy",Berserk,"Palkia, Origin Palkia",484
Origin Palkia,484,90,100,100,150,120,120,680,Water,Dragon,"Pressure, Telepathy",Berserk,"Palkia, Origin Palkia",484-origin
Heatran,485,91,90,106,130,106,77,600,Fire,Steel,"Flash Fire, Flame Body",Filter,Heatran,485
Regigigas,486,110,160,110,80,110,100,670,Normal,,"Slow Start, Normalize",Scrappy,Regigigas,486
Altered Giratina,487,150,100,120,100,120,90,680,Ghost,Dragon,"Pressure, Telepathy",Shadow Shield,"Altered Giratina, Origin Giratina",487-altered
Origin Giratina,487,150,120,100,120,100,90,680,Ghost,Dragon,Levitate,Shadow Shield,"Altered Giratina, Origin Giratina",487-origin
Cresselia,488,120,70,110,75,120,85,580,Psychic,,Levitate,Shadow Shield,Cresselia,488
Phione,489,80,80,80,80,80,80,480,Water,,Hydration,Simple,Phione,489
Manaphy,490,100,100,100,100,100,100,600,Water,,Hydration,Primordial Sea,Manaphy,490
Darkrai,491,70,90,90,135,90,125,600,Dark,,Bad Dreams,Unnerve,Darkrai,491
Land Shaymin,492,100,100,100,100,100,100,600,Grass,,Natural Cure,Grassy Surge,"Land Shaymin, Sky Shaymin",492-land
Sky Shaymin,492,100,103,75,120,75,127,600,Grass,Flying,Serene Grace,Delta Stream,"Land Shaymin, Sky Shaymin",492-sky
Normal Arceus,493,120,120,120,120,120,120,720,Normal,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-normal
Fighting Arceus,493,120,120,120,120,120,120,720,Fighting,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-fighting
Flying Arceus,493,120,120,120,120,120,120,720,Flying,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-flying
Poison Arceus,493,120,120,120,120,120,120,720,Poison,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-poison
Ground Arceus,493,120,120,120,120,120,120,720,Ground,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-ground
Rock Arceus,493,120,120,120,120,120,120,720,Rock,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-rock
Bug Arceus,493,120,120,120,120,120,120,720,Bug,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-bug
Ghost Arceus,493,120,120,120,120,120,120,720,Ghost,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-ghost
Steel Arceus,493,120,120,120,120,120,120,720,Steel,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-steel
Fire Arceus,493,120,120,120,120,120,120,720,Fire,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-fire
Water Arceus,493,120,120,120,120,120,120,720,Water,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-water
Grass Arceus,493,120,120,120,120,120,120,720,Grass,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-grass
Electric Arceus,493,120,120,120,120,120,120,720,Electric,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-electric
Psychic Arceus,493,120,120,120,120,120,120,720,Psychic,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-psychic
Ice Arceus,493,120,120,120,120,120,120,720,Ice,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-ice
Dragon Arceus,493,120,120,120,120,120,120,720,Dragon,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-dragon
Dark Arceus,493,120,120,120,120,120,120,720,Dark,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-dark
Fairy Arceus,493,120,120,120,120,120,120,720,Fairy,,Multitype,Adaptability,"Normal Arceus, Fighting Arceus, Flying Arceus, Poison Arceus, Ground Arceus, Rock Arceus, Bug Arceus, Ghost Arceus, Steel Arceus, Fire Arceus, Water Arceus, Grass Arceus, Electric Arceus, Psychic Arceus, Ice Arceus, Dragon Arceus, Dark Arceus, Fairy Arceus",493-fairy
Victini,494,100,100,100,100,100,100,600,Psychic,Fire,Victory Star,Serene Grace,Victini,494
Snivy,495,45,45,55,45,55,63,308,Grass,,"Overgrow, Contrary",Multiscale,"Snivy, Servine, Serperior",495
Servine,496,60,60,75,60,75,83,413,Grass,,"Overgrow, Contrary",Multiscale,"Snivy, Servine, Serperior",496
Serperior,497,75,75,95,75,95,113,528,Grass,,"Overgrow, Contrary",Multiscale,"Snivy, Servine, Serperior",497
Tepig,498,65,63,45,45,45,45,308,Fire,,"Blaze, Thick Fat",Gluttony,"Tepig, Pignite, Emboar",498
Pignite,499,90,93,55,70,55,55,418,Fire,Fighting,"Blaze, Thick Fat",Rock Head,"Tepig, Pignite, Emboar",499
Emboar,500,110,123,65,100,65,65,528,Fire,Fighting,"Blaze, Reckless",Rock Head,"Tepig, Pignite, Emboar",500
Oshawott,501,55,55,45,63,45,45,308,Water,,"Torrent, Shell Armor",Mold Breaker,"Oshawott, Dewott, Samurott, Hisui Samurott",501
Dewott,502,75,75,60,83,60,60,413,Water,,"Torrent, Shell Armor",Mold Breaker,"Oshawott, Dewott, Samurott, Hisui Samurott",502
Samurott,503,95,100,85,108,70,70,528,Water,,"Torrent, Shell Armor",Lightning Rod,"Oshawott, Dewott, Samurott, Hisui Samurott",503
Patrat,504,45,55,39,35,39,42,255,Normal,,"Run Away, Keen Eye, Analytic",No Guard,"Patrat, Watchog",504
Watchog,505,60,85,69,60,69,77,420,Normal,,"Illuminate, Keen Eye, Analytic",No Guard,"Patrat, Watchog",505
Lillipup,506,45,60,45,25,45,55,275,Normal,,"Vital Spirit, Pickup, Run Away",Ball Fetch,"Lillipup, Herdier, Stoutland",506
Herdier,507,65,80,65,35,65,60,370,Normal,,"Intimidate, Sand Rush, Scrappy",Fur Coat,"Lillipup, Herdier, Stoutland",507
Stoutland,508,85,110,90,45,90,80,500,Normal,,"Intimidate, Sand Rush, Scrappy",Fur Coat,"Lillipup, Herdier, Stoutland",508
Purrloin,509,41,50,37,50,37,66,281,Dark,,"Limber, Unburden, Prankster",Pickup,"Purrloin, Liepard",509
Liepard,510,64,88,50,88,50,106,446,Dark,,"Limber, Unburden, Prankster",Pickup,"Purrloin, Liepard",510
Pansage,511,50,53,48,53,48,64,316,Grass,,"Gluttony, Overgrow",Well Baked Body,"Pansage, Simisage",511
Simisage,512,75,98,63,98,63,101,498,Grass,,"Gluttony, Overgrow",Well Baked Body,"Pansage, Simisage",512
Pansear,513,50,53,48,53,48,64,316,Fire,,"Gluttony, Blaze",Water Absorb,"Pansear, Simisear",513
Simisear,514,75,98,63,98,63,101,498,Fire,,"Gluttony, Blaze",Water Absorb,"Pansear, Simisear",514
Panpour,515,50,53,48,53,48,64,316,Water,,"Gluttony, Torrent",Sap Sipper,"Panpour, Simipour",515
Simipour,516,75,98,63,98,63,101,498,Water,,"Gluttony, Torrent",Sap Sipper,"Panpour, Simipour",516
Munna,517,76,25,45,67,55,24,292,Psychic,,"Forewarn, Synchronize, Telepathy",Neutralizing Gas,"Munna, Musharna",517
Musharna,518,116,55,85,107,95,29,487,Psychic,,"Forewarn, Synchronize, Telepathy",Neutralizing Gas,"Munna, Musharna",518
Pidove,519,50,55,50,36,30,43,264,Normal,Flying,"Big Pecks, Super Luck, Rivalry",Sniper,"Pidove, Tranquill, Unfezant",519
Tranquill,520,62,77,62,50,42,65,358,Normal,Flying,"Big Pecks, Super Luck, Rivalry",Sniper,"Pidove, Tranquill, Unfezant",520
Unfezant,521,80,115,80,65,55,93,488,Normal,Flying,"Big Pecks, Super Luck, Rivalry",Sniper,"Pidove, Tranquill, Unfezant",521
Blitzle,522,45,60,32,50,32,76,295,Electric,,"Lightning Rod, Motor Drive, Sap Sipper",Electric Surge,"Blitzle, Zebstrika",522
Zebstrika,523,75,100,63,80,63,116,497,Electric,,"Lightning Rod, Motor Drive, Sap Sipper",Electric Surge,"Blitzle, Zebstrika",523
Roggenrola,524,55,75,85,25,25,15,280,Rock,,"Sturdy, Weak Armor, Sand Force",Solid Rock,"Roggenrola, Boldore, Gigalith",524
Boldore,525,70,105,105,50,40,20,390,Rock,,"Sturdy, Weak Armor, Sand Force",Solid Rock,"Roggenrola, Boldore, Gigalith",525
Gigalith,526,85,135,130,60,80,25,515,Rock,,"Sturdy, Sand Stream, Sand Force",Solid Rock,"Roggenrola, Boldore, Gigalith",526
Woobat,527,65,45,43,55,43,72,323,Psychic,Flying,"Unaware, Klutz, Simple",Opportunist,"Woobat, Swoobat",527
Swoobat,528,67,57,55,77,55,114,425,Psychic,Flying,"Unaware, Klutz, Simple",Opportunist,"Woobat, Swoobat",528
Drilbur,529,60,85,40,30,45,68,328,Ground,,"Sand Rush, Sand Force, Mold Breaker",Sturdy,"Drilbur, Excadrill",529
Excadrill,530,110,135,60,50,65,88,508,Ground,Steel,"Sand Rush, Sand Force, Mold Breaker",Sturdy,"Drilbur, Excadrill",530
Audino,531,103,60,86,60,86,50,445,Normal,,"Healer, Regenerator, Klutz",Friend Guard,"Audino, Mega Audino",531
Mega Audino,531,103,60,126,80,126,50,545,Normal,Fairy,Regenerator,Fairy Aura,"Audino, Mega Audino",531-mega
Timburr,532,75,80,55,25,35,35,305,Fighting,,"Guts, Sheer Force, Iron Fist",Rocky Payload,"Timburr, Gurdurr, Conkeldurr",532
Gurdurr,533,85,105,85,40,50,40,405,Fighting,,"Guts, Sheer Force, Iron Fist",Rocky Payload,"Timburr, Gurdurr, Conkeldurr",533
Conkeldurr,534,105,140,95,55,65,45,505,Fighting,,"Guts, Sheer Force, Iron Fist",Rocky Payload,"Timburr, Gurdurr, Conkeldurr",534
Tympole,535,50,50,40,50,40,64,294,Water,,"Swift Swim, Hydration, Water Absorb",Poison Heal,"Tympole, Palpitoad, Seismitoad",535
Palpitoad,536,75,65,55,65,55,69,384,Water,Ground,"Swift Swim, Hydration, Water Absorb",Poison Heal,"Tympole, Palpitoad, Seismitoad",536
Seismitoad,537,105,95,75,85,75,74,509,Water,Ground,"Swift Swim, Poison Touch, Water Absorb",Poison Heal,"Tympole, Palpitoad, Seismitoad",537
Throh,538,120,100,85,30,85,45,465,Fighting,,"Guts, Inner Focus, Mold Breaker",Stamina,Throh,538
Sawk,539,75,125,75,30,75,85,465,Fighting,,"Sturdy, Inner Focus, Mold Breaker",Scrappy,Sawk,539
Sewaddle,540,45,53,70,40,60,42,310,Bug,Grass,"Swarm, Chlorophyll, Overcoat",Shield Dust,"Sewaddle, Swadloon, Leavanny",540
Swadloon,541,55,63,90,50,80,42,380,Bug,Grass,"Leaf Guard, Chlorophyll, Overcoat",Shield Dust,"Sewaddle, Swadloon, Leavanny",541
Leavanny,542,75,103,80,70,80,92,500,Bug,Grass,"Swarm, Chlorophyll, Overcoat",Sharpness,"Sewaddle, Swadloon, Leavanny",542
Venipede,543,30,45,59,30,39,57,260,Bug,Poison,"Poison Point, Swarm, Speed Boost",Stamina,"Venipede, Whirlipede, Scolipede",543
Whirlipede,544,40,55,99,40,79,47,360,Bug,Poison,"Poison Point, Swarm, Speed Boost",Stamina,"Venipede, Whirlipede, Scolipede",544
Scolipede,545,60,100,89,55,69,112,485,Bug,Poison,"Poison Point, Swarm, Speed Boost",Stamina,"Venipede, Whirlipede, Scolipede",545
Cottonee,546,40,27,60,37,50,66,280,Grass,Fairy,"Prankster, Infiltrator, Chlorophyll",Fluffy,"Cottonee, Whimsicott",546
Whimsicott,547,60,67,85,77,75,116,480,Grass,Fairy,"Prankster, Infiltrator, Chlorophyll",Fluffy,"Cottonee, Whimsicott",547
Petilil,548,45,35,50,70,50,30,280,Grass,,"Chlorophyll, Own Tempo, Leaf Guard",Flower Veil,"Petilil, Lilligant, Hisui Lilligant",548
Lilligant,549,70,60,75,110,75,90,480,Grass,,"Chlorophyll, Own Tempo, Leaf Guard",Grassy Surge,"Petilil, Lilligant, Hisui Lilligant",549
Red-Striped Basculin,550,70,92,65,80,55,98,460,Water,,"Reckless, Adaptability, Mold Breaker",Rock Head,"Red-Striped Basculin, Blue-Striped Basculin, White-Striped Basculin, Male Basculegion, Female Basculegion",550-red-striped
Blue-Striped Basculin,550,70,92,65,80,55,98,460,Water,,"Rock Head, Adaptability, Mold Breaker",Reckless,"Red-Striped Basculin, Blue-Striped Basculin, White-Striped Basculin, Male Basculegion, Female Basculegion",550-blue-striped
White-Striped Basculin,550,70,92,65,80,55,98,460,Water,,"Rattled, Adaptability, Mold Breaker",Supreme Overlord,"Red-Striped Basculin, Blue-Striped Basculin, White-Striped Basculin, Male Basculegion, Female Basculegion",550-white-striped
Sandile,551,50,72,35,35,35,65,292,Ground,Dark,"Intimidate, Moxie, Anger Point",Tough Claws,"Sandile, Krokorok, Krookodile",551
Krokorok,552,60,82,45,45,45,74,351,Ground,Dark,"Intimidate, Moxie, Anger Point",Tough Claws,"Sandile, Krokorok, Krookodile",552
Krookodile,553,95,117,80,65,70,92,519,Ground,Dark,"Intimidate, Moxie, Anger Point",Tough Claws,"Sandile, Krokorok, Krookodile",553
Darumaka,554,70,90,45,15,45,50,315,Fire,,"Hustle, Inner Focus",Gorilla Tactics,"Darumaka, Darmanitan, Zen Darmanitan",554
Darmanitan,555,105,140,55,30,55,95,480,Fire,,"Sheer Force, Zen Mode",Gorilla Tactics,"Darumaka, Darmanitan, Zen Darmanitan",555
Zen Darmanitan,555,105,30,105,140,105,55,540,Fire,Psychic,"Sheer Force, Zen Mode",Psychic Surge,"Darumaka, Darmanitan, Zen Darmanitan",555-zen
Maractus,556,75,86,67,106,67,60,461,Grass,,"Water Absorb, Chlorophyll, Storm Drain",Well Baked Body,Maractus,556
Dwebble,557,50,65,85,35,35,55,325,Bug,Rock,"Sturdy, Shell Armor, Weak Armor",Rocky Payload,"Dwebble, Crustle",557
Crustle,558,70,105,125,65,75,45,485,Bug,Rock,"Sturdy, Shell Armor, Weak Armor",Rocky Payload,"Dwebble, Crustle",558
Scraggy,559,50,75,70,35,70,48,348,Dark,Fighting,"Shed Skin, Moxie, Intimidate",Unburden,"Scraggy, Scrafty",559
Scrafty,560,65,90,115,45,115,58,488,Dark,Fighting,"Shed Skin, Moxie, Intimidate",Unburden,"Scraggy, Scrafty",560
Sigilyph,561,72,58,80,103,80,97,490,Psychic,Flying,"Wonder Skin, Magic Guard, Tinted Lens",Flare Boost,Sigilyph,561
Yamask,562,38,30,85,55,65,30,303,Ghost,,Mummy,Purifying Salt,"Yamask, Cofagrigus",562
Cofagrigus,563,58,50,145,95,105,30,483,Ghost,,Mummy,Purifying Salt,"Yamask, Cofagrigus",563
Tirtouga,564,54,78,103,53,45,22,355,Water,Rock,"Solid Rock, Sturdy, Swift Swim",Water Absorb,"Tirtouga, Carracosta",564
Carracosta,565,74,108,133,83,65,32,495,Water,Rock,"Solid Rock, Sturdy, Swift Swim",Water Absorb,"Tirtouga, Carracosta",565
Archen,566,55,112,45,74,45,70,401,Rock,Flying,"Defeatist, Wimp Out",Multiscale,"Archen, Archeops",566
Archeops,567,75,140,65,112,65,110,567,Rock,Flying,"Defeatist, Emergency Exit",Multiscale,"Archen, Archeops",567
Trubbish,568,50,50,62,40,62,65,329,Poison,,"Stench, Sticky Hold, Aftermath",Neutralizing Gas,"Trubbish, Garbodor, Gigantamax Garbodor",568
Garbodor,569,80,95,82,60,82,75,474,Poison,,"Stench, Weak Armor, Aftermath",Neutralizing Gas,"Trubbish, Garbodor, Gigantamax Garbodor",569
Gigantamax Garbodor,569,115,121,102,81,102,53,574,Poison,Steel,Toxic Debris,Neutralizing Gas,"Trubbish, Garbodor, Gigantamax Garbodor",569-gigantamax
Zorua,570,40,65,40,80,40,65,330,Dark,,Illusion,Adaptability,"Zorua, Zoroark",570
Zoroark,571,60,105,60,120,60,105,510,Dark,,Illusion,Adaptability,"Zorua, Zoroark",571
Minccino,572,55,50,40,40,40,75,300,Normal,,"Cute Charm, Technician, Skill Link",Fur Coat,"Minccino, Cinccino",572
Cinccino,573,75,95,60,65,60,115,470,Normal,,"Cute Charm, Technician, Skill Link",Fur Coat,"Minccino, Cinccino",573
Gothita,574,45,30,50,55,65,45,290,Psychic,,"Frisk, Competitive, Shadow Tag",Unnerve,"Gothita, Gothorita, Gothitelle",574
Gothorita,575,60,45,70,75,85,55,390,Psychic,,"Frisk, Competitive, Shadow Tag",Unnerve,"Gothita, Gothorita, Gothitelle",575
Gothitelle,576,70,55,95,95,110,65,490,Psychic,,"Frisk, Competitive, Shadow Tag",Unnerve,"Gothita, Gothorita, Gothitelle",576
Solosis,577,45,30,40,105,50,20,290,Psychic,,"Overcoat, Magic Guard, Regenerator",Psychic Surge,"Solosis, Duosion, Reuniclus",577
Duosion,578,65,40,50,125,60,30,370,Psychic,,"Overcoat, Magic Guard, Regenerator",Psychic Surge,"Solosis, Duosion, Reuniclus",578
Reuniclus,579,110,65,75,125,85,30,490,Psychic,,"Overcoat, Magic Guard, Regenerator",Psychic Surge,"Solosis, Duosion, Reuniclus",579
Ducklett,580,62,44,50,44,50,55,305,Water,Flying,"Keen Eye, Big Pecks, Hydration",Drizzle,"Ducklett, Swanna",580
Swanna,581,75,87,63,87,63,98,473,Water,Flying,"Keen Eye, Big Pecks, Hydration",Drizzle,"Ducklett, Swanna",581
Vanillite,582,36,50,50,65,60,44,305,Ice,,"Ice Body, Snow Cloak, Weak Armor",Refrigerate,"Vanillite, Vanillish, Vanilluxe",582
Vanillish,583,51,65,65,80,75,59,395,Ice,,"Ice Body, Snow Cloak, Weak Armor",Refrigerate,"Vanillite, Vanillish, Vanilluxe",583
Vanilluxe,584,71,95,85,110,95,79,535,Ice,,"Ice Body, Snow Warning, Weak Armor",Slush Rush,"Vanillite, Vanillish, Vanilluxe",584
Spring Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Flower Veil,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",585-spring
Summer Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Cud Chew,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",585-summer
Autumn Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Harvest,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",585-autumn
Winter Deerling,585,60,60,50,40,50,75,335,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Fur Coat,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",585-winter
Spring Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Flower Veil,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",586-spring
Summer Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Cud Chew,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",586-summer
Autumn Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Harvest,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",586-autumn
Winter Sawsbuck,586,80,100,70,60,70,95,475,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Fur Coat,"Spring Deerling, Summer Deerling, Autumn Deerling, Winter Deerling, Spring Sawsbuck, Summer Sawsbuck, Autumn Sawsbuck, Winter Sawsbuck",586-winter
Emolga,587,55,75,60,75,60,103,428,Electric,Flying,"Static, Motor Drive",Serene Grace,Emolga,587
Karrablast,588,50,75,45,40,45,60,315,Bug,,"Swarm, Shed Skin, No Guard",Quick Draw,"Karrablast, Escavalier",588
Escavalier,589,70,135,105,60,105,20,495,Bug,Steel,"Swarm, Shell Armor, Overcoat",Quick Draw,"Karrablast, Escavalier",589
Foongus,590,69,55,45,55,55,15,294,Grass,Poison,"Effect Spore, Regenerator",Mycelium Might,"Foongus, Amoonguss",590
Amoonguss,591,114,85,70,85,80,30,464,Grass,Poison,"Effect Spore, Regenerator",Thick Fat,"Foongus, Amoonguss",591
Frillish,592,55,40,50,65,85,40,335,Water,Ghost,"Water Absorb, Cursed Body, Damp",Poison Heal,"Frillish, Jellicent",592
Jellicent,593,100,60,70,85,105,60,480,Water,Ghost,"Water Absorb, Cursed Body, Damp",Poison Heal,"Frillish, Jellicent",593
